100	3	30	0.100000	200.000000	7.300000
-4.470962	231.894894	-15.396588	297.662282	275.383770	200.643941
-477.019562	-258.568072	-410.367138	-145.954772	174.214911	-247.795038
267.571032	-120.960112	354.670858	149.678030	143.452254	392.239143
355.616932	-363.277078	-121.295816	-400.784326	490.295114	-16.953032
-464.262825	-301.812799	-491.393780	406.308176	-440.061647	-441.496017
-314.355907	-68.681906	-173.818171	206.381420	490.173040	9.750664
-93.920713	-351.863155	239.585559	179.982910	212.179937	62.761315
-352.534562	49.882504	175.222022	-105.243080	-330.195013	382.869961
111.011078	-121.265297	-443.601794	-431.424909	-66.942351	-473.204749
-486.327708	259.941404	366.908780	110.126041	-115.161596	456.999420
-177.266762	-334.101382	254.081851	-180.227058	-417.172765	60.991241
380.733665	490.600299	459.105197	-356.746117	369.930113	207.358013
-422.086245	-487.517930	-14.450514	-10.574664	448.301645	-58.915983
-487.731559	176.656392	-30.899991	-23.026215	72.588275	103.350932
-467.619861	-241.019929	-195.028535	188.283944	-121.631520	-423.306986
-189.901425	-278.069399	-141.163366	205.435347	270.348216	132.221442
-235.190893	-452.116459	-350.276193	9.933775	375.057222	114.001892
380.092776	-324.610126	381.466109	369.502853	-60.319834	-432.859279
347.804193	485.076449	-269.005402	234.366894	-142.445143	-482.818079
-336.909085	213.827937	7.950072	-448.149052	-154.164251	-426.999725
-94.561602	-157.734916	301.232948	400.601215	319.849239	472.197638
98.986785	25.131993	152.577288	-424.436171	-178.182318	243.827631
-124.164556	-355.433821	-232.657857	342.158269	-401.364177	-43.717765
-207.663198	185.689871	-84.032716	-350.062563	206.045717	165.669729
197.592090	486.022523	-381.740776	279.229102	472.319712	-182.241279
149.189734	125.354778	-435.483871	-192.495499	-93.676565	98.681600
-361.415448	417.630543	135.761589	-438.718833	-192.068239	208.731346
-47.074801	274.559771	-35.294656	475.493637	60.319834	-128.101444
486.571856	-248.374889	357.234413	-346.217231	-23.667104	215.353862
-151.234474	486.449782	-308.496353	26.230659	-240.409558	84.917753
-180.715354	125.354778	259.208960	462.706381	253.349406	-470.763268
-295.251320	-171.864986	29.221473	-350.642415	-192.373424	-290.337840
73.870052	-331.751457	-369.808039	-409.360027	426.053652	-496.581927
-181.234169	-164.784692	-416.501358	390.560625	-20.676290	186.635945
133.564257	-383.022553	-398.159734	-381.282998	323.053682	436.918241
439.878536	-177.449873	-276.116214	-300.592059	-248.649556	108.722190
-349.208045	220.633564	307.092502	7.187109	487.090670	431.424909
-427.121799	345.515305	-425.321207	331.446272	-27.970214	86.840419
-174.489578	281.426435	-366.206854	-291.070284	-290.917692	-335.718863
-465.147862	405.545213	-226.310007	-53.056429	439.146092	-109.027375
357.051302	173.421430	-456.846828	90.075381	-357.539598	421.109653
232.352672	493.377483	-282.830287	251.091037	-144.825587	460.295419
-211.233863	-316.156499	-78.997162	250.328074	215.903195	-268.364513
-371.944334	64.195685	-489.959410	18.631550	127.704703	-123.920408
-35.874508	-479.674673	431.302835	338.038270	63.921018	-46.494949
365.810114	-462.218085	339.625233	-152.729881	484.740745	-108.417005
-187.490463	-172.292245	340.083010	-47.166356	-306.115909	146.198920
22.110660	418.179876	492.187262	-16.830958	372.768334	111.835078
184.224982	-441.404462	-220.755638	229.972228	-392.178106	-419.431135
-45.945616	-374.019593	-269.310587	62.517167	-392.696921	418.027284
-47.227393	41.184729	418.149358	-300.012207	98.223823	226.340526
211.081271	-362.514115	252.891629	112.933744	-256.248665	-270.470290
103.686636	-412.106693	12.253182	-482.238227	-63.615833	-438.047426
480.132450	-475.981933	-52.262947	-341.731010	137.745293	-302.331614
28.305918	489.013337	-202.322459	154.194769	-327.875607	-449.247719
-467.070528	485.564745	169.972839	270.836512	-336.176641	424.771874
-258.537553	234.672079	200.033570	144.489883	-236.411634	126.545000
143.818476	-27.817621	-249.565111	414.304025	-438.840907	-197.653127
